City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,lasa,46.6166,10.7002,7.23,96,97,1.77,IT,1678335853
289,krasnoborsk,61.5598,45.934,-6.31,94,100,5.11,RU,1678335624
290,yulara,-25.2406,130.9889,29.24,22,0,5.35,AU,1678335854
291,havre-saint-pierre,50.2334,-63.5986,0.2,69,0,8.23,CA,1678335855
292,rena,61.1348,11.3641,-11.9,94,99,2.95,NO,1678335855
293,indiana,40.0003,-86.2503,4.97,57,100,6.69,US,1678335856
294,mamakan,57.8161,114.0028,-7.02,84,100,0.68,RU,1678335856
295,cabo san lucas,22.8909,-109.9124,22.61,67,91,3.73,MX,1678335595
296,sitka,57.0531,-135.33,-1.06,43,0,2.57,US,1678335857
297,nantucket,41.2835,-70.0995,7.08,76,100,6.17,US,1678335857
298,banjar,-8.19,114.9675,30.76,63,8,2.01,ID,1678335616
299,law,55.75,-3.8833,-0.98,94,35,2.07,GB,1678335858
300,prado,-17.3411,-39.2208,23.9,90,95,0.64,BR,1678335859
301,washougal,45.5826,-122.3534,5.82,88,84,4.02,US,1678335859
302,salinopolis,-0.6136,-47.3561,24.78,90,78,2.38,BR,1678335860
303,sistranda,63.7256,8.834,-11.02,64,99,3.49,NO,1678335860
304,port hedland,-20.3167,118.5667,36.03,49,52,5.66,AU,1678335861
305,liwale,-9.7667,37.9333,20.72,97,100,2.3,TZ,1678335861
306,sinegorye,62.0788,150.477,-20.29,84,16,0.61,RU,1678335861
307,mandalgovi,45.7625,106.2708,9.78,21,57,5.17,MN,1678335862
308,jennings,38.7192,-90.2604,6.75,60,40,2.06,US,1678335863
309,fray bentos,-33.1325,-58.2956,25.41,68,0,3.42,UY,1678335863
310,la rioja,42.25,-2.5,1.88,84,100,2.73,ES,1678335679
311,pachino,36.7186,15.0907,13.16,87,8,6.88,IT,1678335864
312,itarantim,-15.6597,-40.0656,20.2,96,93,0.41,BR,1678335865
313,isla vista,34.4133,-119.861,12.39,77,0,3.58,US,1678335865
314,bambous virieux,-20.3428,57.7575,27.34,94,40,3.6,MU,1678335866
315,kapoeta,4.7717,33.5903,28.76,34,84,2.27,SS,1678335866
316,khandyga,62.6667,135.6,-13.56,76,95,2.23,RU,1678335867
317,feijo,-8.1642,-70.3536,22.82,96,97,1.21,BR,1678335867
318,tadine,-21.55,167.8833,27.56,55,22,4.51,NC,1678335868
319,ferkessedougou,9.6,-5.2,24.73,13,90,0.97,CI,1678335868
320,romans-sur-isere,45.0464,5.0562,11.89,74,77,1.25,FR,1678335869
321,shache,38.4167,77.2406,13.38,21,16,0.54,CN,1678335869
322,dilla,6.41,38.31,18.24,63,71,1.27,ET,1678335870
323,constitucion,-35.3333,-72.4167,14.57,93,4,1.97,CL,1678335870
324,jizan,17.3333,42.6667,26.52,62,100,2.99,SA,1678335871
325,mizdah,31.4451,12.9801,14.82,56,0,1.66,LY,1678335871
326,oloron-sainte-marie,43.1944,-0.6107,10.76,88,100,2.2,FR,1678335872
327,high rock,26.6208,-78.2833,23.01,66,69,9.02,BS,1678335872
328,zaqatala,41.6336,46.6433,2.26,87,40,4.12,AZ,1678335873
329,chokwe,-24.5333,32.9833,20.8,96,7,2.02,MZ,1678335873
330,aklavik,68.2191,-135.0107,-18.0,71,75,5.66,CA,1678335874
331,gao,16.6362,1.637,25.37,8,45,3.77,ML,1678335874
332,pisco,-13.7,-76.2167,23.03,88,88,6.69,PE,1678335875
333,arys,42.4252,68.795,8.16,74,100,3.85,KZ,1678335875
334,alekseyevka,50.6309,38.6903,2.51,93,94,2.16,RU,1678335876
335,palaikastron,35.2,26.25,13.19,83,8,2.66,GR,1678335876
336,tarauaca,-8.1614,-70.7656,22.92,97,100,1.21,BR,1678335877
337,oneonta,42.4529,-75.0638,-2.06,89,100,3.94,US,1678335877
338,merritt island,28.5392,-80.672,23.03,72,0,3.6,US,1678335878
339,marrakesh,31.6315,-8.0083,14.04,88,20,1.54,MA,1678335752
340,vila,42.0304,-8.1588,7.61,40,85,4.02,PT,1678335879
341,teknaf,20.8624,92.3058,30.27,25,94,1.28,BD,1678335880
342,chebarkul,54.9749,60.3633,-6.91,95,100,4.49,RU,1678335880
343,los llanos de aridane,28.6585,-17.9182,15.86,74,0,4.63,ES,1678335881
344,tirumullaivasal,11.2333,79.8333,28.32,59,39,5.29,IN,1678335881
345,keti bandar,24.1447,67.4497,25.84,59,0,2.48,PK,1678335882
346,gushikawa,26.3544,127.8686,22.57,56,75,5.66,JP,1678335882
347,kamaishi,39.2667,141.8833,10.68,70,75,2.35,JP,1678335883
348,grindavik,63.8424,-22.4338,-4.74,54,0,2.57,IS,1678335883
349,moerdijk,51.7034,4.6259,1.7,95,100,1.34,NL,1678335884
350,agadez,19.75,10.25,22.0,14,100,3.81,NE,1678335884
351,hamilton,39.1834,-84.5333,4.99,66,0,7.72,US,1678335338
352,asilah,35.465,-6.0348,15.98,93,66,3.25,MA,1678335885
353,entre rios,-11.9419,-38.0844,21.72,90,100,1.48,BR,1678335885
354,kyabe,9.4515,18.9449,29.66,38,100,1.63,TD,1678335886
355,bara,10.3744,10.7288,23.19,16,57,1.43,NG,1678335886
356,pervomayskoye,43.919,46.7102,4.45,94,61,1.66,RU,1678335887
357,balkanabat,39.5108,54.3671,13.78,59,98,4.4,TM,1678335887
358,yulin,22.6333,110.15,26.9,48,26,1.73,CN,1678335888
359,diamantino,-14.4086,-56.4461,22.02,98,100,2.09,BR,1678335888
360,bafoulabe,13.8065,-10.8321,25.34,9,0,1.67,ML,1678335889
361,wiarton,44.7407,-81.1332,-0.75,59,0,1.03,CA,1678335889
362,morehead,37.2711,-87.1764,6.86,44,0,4.63,US,1678335890
363,port-gentil,-0.7193,8.7815,27.04,84,73,6.93,GA,1678335890
364,bitung,1.4451,125.1824,31.47,68,14,5.21,ID,1678335891
365,kamenka,51.3223,42.7678,2.27,96,100,4.12,RU,1678335891
366,zyryanka,65.75,150.85,-21.75,84,36,3.4,RU,1678335892
367,asfi,32.2994,-9.2372,15.25,88,37,3.51,MA,1678335892
368,sidrolandia,-20.9319,-54.9614,21.48,90,96,0.9,BR,1678335892
369,dubbo,-32.25,148.6167,26.07,25,0,5.66,AU,1678335893
370,tuatapere,-46.1333,167.6833,19.22,55,34,0.94,NZ,1678335893
371,yumen,40.2833,97.2,14.61,11,0,9.68,CN,1678335894
372,tautira,-17.7333,-149.15,27.52,80,13,3.49,PF,1678335894
373,jacksonville,30.3322,-81.6556,18.0,70,20,2.06,US,1678335713
374,wamba,8.9333,8.6,24.73,48,89,1.56,NG,1678335895
375,shu,43.5983,73.7614,7.57,73,100,2.04,KZ,1678335895
376,sur,22.5667,59.5289,25.62,41,74,2.83,OM,1678335895
377,lages,-27.8161,-50.3261,16.57,89,75,0.25,BR,1678335723
378,masindi,1.6744,31.715,23.3,50,100,0.48,UG,1678335896
379,seoul,37.5683,126.9778,13.66,81,100,3.09,KR,1678335605
380,lebu,-37.6167,-73.65,14.53,95,100,2.58,CL,1678335897
381,salina cruz,16.1667,-95.2,26.22,71,0,1.55,MX,1678335897
382,moron,-34.6534,-58.6198,26.09,80,8,1.81,AR,1678335897
383,naze,28.3667,129.4833,20.51,61,100,4.59,JP,1678335898
384,adrar,20.5022,-10.0711,19.93,17,0,5.14,MR,1678335898
385,gurlan,41.8447,60.3919,8.04,64,100,6.87,UZ,1678335899
386,henties bay,-22.116,14.2845,16.24,91,0,0.96,NA,1678335899
387,belmonte,-15.8631,-38.8828,24.54,86,53,2.33,BR,1678335899
388,palmer,42.1584,-72.3287,2.78,92,18,1.63,US,1678335900
389,kieta,-6.2167,155.6333,28.56,73,98,1.84,PG,1678335900
390,ust-kuyga,70.0167,135.6,-26.88,96,74,3.13,RU,1678335901
391,asau,46.4333,26.4,7.51,81,100,3.7,RO,1678335901
392,avera,33.194,-82.5271,15.21,32,71,2.52,US,1678335902
393,xining,36.6167,101.7667,7.78,28,2,0.7,CN,1678335902
394,dryden,49.7833,-92.7503,-6.84,93,100,4.12,CA,1678335903
395,srandakan,-7.9386,110.2506,29.43,67,12,3.03,ID,1678335903
396,vuktyl,63.8567,57.3094,-11.28,94,91,4.27,RU,1678335904
397,tura,25.5198,90.2201,29.65,21,3,2.79,IN,1678335904
398,nacogdoches,31.6002,-94.6335,20.92,86,0,2.57,US,1678335905
399,sisimiut,66.9395,-53.6735,-11.52,92,33,5.15,GL,1678335905
400,bloomfield,40.8068,-74.1854,3.32,67,75,5.66,US,1678335663
401,gravdal,68.1214,13.5031,-1.48,86,100,6.88,NO,1678335906
402,humaita,-7.5061,-63.0208,23.08,99,98,1.29,BR,1678335906
403,ravar,31.2656,56.8055,20.11,38,99,3.31,IR,1678335907
404,saint anthony,45.0205,-93.218,0.78,90,100,2.57,US,1678335907
405,mandaguacu,-23.3472,-52.0953,23.78,78,0,2.57,BR,1678335908
406,rensvik,63.1,7.8167,-9.85,92,20,1.54,NO,1678335908
407,yanam,16.7333,82.2167,30.12,43,100,2.3,IN,1678335909
408,chapleau,47.8405,-83.4034,-10.24,98,81,2.26,CA,1678335909
409,sorland,67.667,12.6934,-1.08,81,100,7.78,NO,1678335909
410,sao joao da barra,-21.6403,-41.0511,24.24,92,79,3.67,BR,1678335910
411,kolomna,55.0794,38.7783,-5.14,86,42,6.37,RU,1678335910
412,gogrial,8.5332,28.1004,29.82,28,100,1.01,SS,1678335911
413,tiksi,71.6872,128.8694,-28.82,98,53,1.39,RU,1678335912
414,krivosheino,57.3431,83.9261,-18.1,85,9,3.0,RU,1678335912
415,altus,34.6381,-99.334,12.04,71,100,3.6,US,1678335913
416,qandala,11.472,49.8728,25.81,62,24,3.94,SO,1678335913
417,torrington,41.8007,-73.1212,2.58,73,34,4.92,US,1678335913
418,axim,4.8699,-2.2405,26.12,89,32,2.57,GH,1678335914
419,nyakabindi,-2.6333,33.9833,20.08,54,85,1.48,TZ,1678335915
420,konya,38.1667,32.5,0.71,66,7,0.67,TR,1678335915
421,gizo,-8.103,156.8419,28.0,73,97,2.02,SB,1678335916
422,salina,38.8403,-97.6114,3.3,98,100,3.09,US,1678335916
423,abha,18.2164,42.5053,13.9,41,0,0.0,SA,1678335916
424,coquimbo,-29.9533,-71.3436,16.85,100,0,1.03,CL,1678335797
425,otane,-39.8833,176.6333,22.88,68,65,0.81,NZ,1678335917
426,aykhal,66.0,111.5,-15.56,91,100,2.2,RU,1678335918
427,linhares,-19.3911,-40.0722,22.48,94,100,0.61,BR,1678335918
428,iquique,-20.2208,-70.1431,24.02,73,10,1.61,CL,1678335838
429,mehamn,71.0357,27.8492,-4.05,80,75,11.32,NO,1678335919
430,wilmington,34.2257,-77.9447,8.81,73,0,0.45,US,1678335623
431,aland,17.5667,76.5667,28.25,28,49,3.2,IN,1678335919
432,muzhi,65.3667,64.6667,-19.94,98,93,4.2,RU,1678335920
433,necochea,-38.5473,-58.7368,16.4,82,1,2.79,AR,1678335921
434,lufilufi,-13.8745,-171.5986,27.66,87,100,5.72,WS,1678335921
435,edinet,48.1681,27.305,7.18,72,100,5.43,MD,1678335922
436,bilma,18.6853,12.9164,23.59,14,68,6.88,NE,1678335922
437,paamiut,61.994,-49.6678,-9.54,72,29,3.55,GL,1678335923
438,fukuma,33.7667,130.4667,20.08,67,100,4.74,JP,1678335923
439,banda aceh,5.5577,95.3222,29.66,64,39,5.52,ID,1678335923
440,tezu,27.9167,96.1667,30.01,19,33,2.0,IN,1678335924
441,charters towers,-20.1,146.2667,30.09,63,82,6.82,AU,1678335925
442,santa vitoria do palmar,-33.5189,-53.3681,20.86,94,1,0.5,BR,1678335925
443,shiraz,29.6036,52.5388,12.69,67,40,0.0,IR,1678335826
444,shwebo,22.5667,95.7,33.33,21,53,1.56,MM,1678335926
445,tyrma,50.0833,132.1667,-3.02,52,100,4.08,RU,1678335927
446,makhachkala,42.9764,47.5024,6.99,93,100,2.74,RU,1678335927
447,anchorage,61.2181,-149.9003,2.49,81,0,1.54,US,1678335583
448,souris,49.6172,-100.2612,-14.08,99,58,2.47,CA,1678335928
449,mackay,-21.15,149.2,28.16,84,18,4.27,AU,1678335833
450,zaysan,47.4667,84.8667,-0.23,64,15,3.02,KZ,1678335929
451,sept-iles,50.2001,-66.3821,5.29,56,100,4.12,CA,1678335929
452,cherskiy,68.75,161.3,-24.49,93,27,1.75,RU,1678335930
453,rodas,22.3408,-80.5572,23.11,68,100,2.32,CU,1678335930
454,tutoia,-2.7619,-42.2744,25.95,89,41,3.24,BR,1678335931
455,waipawa,-41.4122,175.5153,19.12,71,100,7.24,NZ,1678335931
456,nizhniy ingash,56.2,96.53,-6.98,78,100,6.98,RU,1678335932
457,utraula,27.3167,82.4167,27.28,24,0,1.36,IN,1678335932
458,irbil,36.1926,44.0106,9.9,93,40,2.57,IQ,1678335933
459,krasnoselkup,65.7,82.4667,-18.19,83,100,6.62,RU,1678335933
460,rudsar,37.1376,50.288,9.99,91,95,2.76,IR,1678335933
461,lodja,-3.4833,23.4333,20.62,99,100,0.89,CD,1678335934
462,alofi,-19.0595,-169.9187,26.94,89,100,3.6,NU,1678335934
463,manaure,11.7751,-72.4445,24.68,83,100,5.14,CO,1678335935
464,kruisfontein,-34.0033,24.7314,14.94,88,0,0.96,ZA,1678335936
465,abu samrah,35.3029,37.1841,8.46,90,20,3.32,SY,1678335936
466,ormara,25.2088,64.6357,24.95,58,2,0.72,PK,1678335937
467,acajutla,13.5928,-89.8275,25.42,78,84,2.19,SV,1678335937
468,dalvik,65.9702,-18.5286,-6.04,79,100,1.67,IS,1678335938
469,ridgecrest,35.6225,-117.6709,8.92,39,75,5.14,US,1678335938
470,murray bridge,-35.1167,139.2667,21.18,47,40,7.17,AU,1678335939
471,olavarria,-36.8927,-60.3225,19.09,46,6,2.83,AR,1678335891
472,trinidad,-14.8333,-64.9,23.42,97,99,1.81,BO,1678335939
473,ixtapa,20.7,-105.2,17.68,73,72,1.43,MX,1678335940
474,dwarka,22.2394,68.9678,25.87,50,0,2.72,IN,1678335940
475,chipinge,-20.1883,32.6236,13.67,77,99,0.81,ZW,1678335941
476,roros,62.5747,11.3842,-16.09,85,97,0.0,NO,1678335941
477,namibe,-15.1961,12.1522,22.41,72,100,2.42,AO,1678335942
478,mahon,39.8885,4.2658,13.31,100,0,3.09,ES,1678335724
479,karlstad,59.3793,13.5036,-2.69,93,75,5.66,SE,1678335942
480,ayagoz,47.9714,80.4392,-5.38,83,22,4.84,KZ,1678335943
481,bodaybo,57.8506,114.1933,-6.84,82,100,0.59,RU,1678335943
482,goderich,43.7501,-81.7165,-0.05,74,53,4.12,CA,1678335944
483,la asuncion,11.0333,-63.8628,25.85,89,100,0.0,VE,1678335733
484,kibakwe,-6.7167,36.3667,16.81,93,41,1.31,TZ,1678335945
485,salalah,17.0151,54.0924,24.05,35,20,1.03,OM,1678335945
486,tete,-16.1564,33.5867,22.05,100,40,0.0,MZ,1678335946
487,panaba,21.2833,-88.2667,23.03,76,95,4.66,MX,1678335946
488,lappeenranta,61.0587,28.1887,-9.14,85,100,5.14,FI,1678335947
489,mareeba,-17.0,145.4333,30.8,66,64,2.8,AU,1678335947
490,pincehely,46.681,18.4394,9.41,80,90,8.72,HU,1678335948
491,shenzhen,22.5455,114.0683,27.14,65,1,1.6,CN,1678335948
492,tanout,14.9709,8.8879,24.45,14,13,5.09,NE,1678335949
493,manado,1.487,124.8455,31.43,66,40,2.57,ID,1678335949
494,sri aman,1.2376,111.4621,30.03,74,40,0.0,MY,1678335950
495,kudahuvadhoo,2.6708,72.8944,28.01,78,60,7.06,MV,1678335950
496,imbituba,-28.24,-48.6703,24.69,83,41,3.45,BR,1678335951
497,boende,-0.2167,20.8667,21.66,98,100,0.42,CD,1678335951
498,humberto de campos,-2.5983,-43.4611,24.6,89,44,1.55,BR,1678335951
499,mujiayingzi,42.1167,118.7833,14.63,19,50,8.47,CN,1678335952
500,savonlinna,61.8699,28.88,-10.97,79,74,5.14,FI,1678335952
501,kalabo,-14.97,22.6814,18.65,93,93,0.74,ZM,1678335953
502,iracoubo,5.4802,-53.2011,24.4,83,94,4.46,GF,1678335953
503,agde,43.3108,3.4758,11.08,92,0,4.12,FR,1678335954
504,zeerust,-25.5369,26.0751,18.01,68,0,0.94,ZA,1678335954
505,manzhouli,49.6,117.4333,0.54,56,97,3.4,CN,1678335955
506,sabya,17.1495,42.6254,26.79,62,100,2.73,SA,1678335955
507,impfondo,1.6381,18.0667,23.89,74,95,1.3,CG,1678335955
508,port blair,11.6667,92.75,29.02,70,20,4.12,IN,1678335956
509,le port,-20.9373,55.2919,28.27,80,87,0.27,RE,1678335956
510,ailigandi,9.2333,-78.0167,24.29,81,99,3.29,PA,1678335957
511,djambala,-2.5447,14.7533,19.71,93,98,1.44,CG,1678335957
512,am timan,11.0297,20.2827,27.81,19,100,3.17,TD,1678335957
513,ambilobe,-13.2,49.05,24.31,90,80,1.11,MG,1678335958
514,mogadishu,2.0371,45.3438,25.93,89,20,5.14,SO,1678335746
515,ploemeur,47.7333,-3.4333,11.59,92,100,6.69,FR,1678335958
516,aluksne,57.4167,27.05,-7.63,93,100,3.7,LV,1678335959
517,quierschied,49.3167,7.05,8.46,89,100,7.72,DE,1678335959
518,kokopo,-4.352,152.2633,29.08,67,95,4.24,PG,1678335960
519,abnub,27.2696,31.1511,13.71,37,5,2.0,EG,1678335960
520,tazmalt,36.3868,4.3989,14.4,73,49,1.23,DZ,1678335961
521,ranong,9.9658,98.6348,30.96,54,43,3.78,TH,1678335961
522,hamada,34.8833,132.0833,20.4,56,100,4.89,JP,1678335961
523,hailar,49.2,119.7,-2.85,77,63,2.24,CN,1678335962
524,cangucu,-31.395,-52.6756,20.82,85,52,0.48,BR,1678335963
525,basco,20.4487,121.9702,22.64,67,2,3.91,PH,1678335963
526,najran,17.4924,44.1277,17.36,52,100,2.36,SA,1678335963
527,neiafu,-18.65,-173.9833,28.38,69,75,2.57,TO,1678335964
528,nyurba,63.2842,118.3319,-6.92,91,100,1.99,RU,1678335965
529,san carlos de bariloche,-41.1456,-71.3082,8.86,76,40,2.06,AR,1678335965
530,honningsvag,70.9821,25.9704,-5.14,80,100,6.17,NO,1678335966
531,changde,29.0464,111.6783,23.29,47,50,2.97,CN,1678335966
532,panguna,-6.3164,155.4848,25.43,78,100,1.08,PG,1678335967
533,narsaq,60.9167,-46.05,-3.88,70,21,3.27,GL,1678335967
534,turkistan,43.0,68.0,7.46,63,100,2.98,KZ,1678335967
535,santa maria,-29.6842,-53.8069,23.52,68,10,3.42,BR,1678335762
536,mandera,3.9366,41.867,26.36,58,39,4.92,KE,1678335968
537,tocopilla,-22.092,-70.1979,22.67,77,0,1.66,CL,1678335944
538,huaiyin,33.5886,119.0192,22.96,21,0,4.22,CN,1678335969
539,slave lake,55.2834,-114.769,-13.01,66,100,2.06,CA,1678335969
540,maldonado,-34.6667,-54.9167,21.24,96,0,0.58,UY,1678335970
541,beyneu,45.3167,55.2,3.34,75,67,6.93,KZ,1678335970
542,mbuji-mayi,-6.15,23.6,21.51,91,100,1.31,CD,1678335971
543,shirokiy,49.758,129.523,-3.19,79,100,7.0,RU,1678335971
544,rantepao,-2.9701,119.8978,27.08,68,57,1.38,ID,1678335972
545,hukuntsi,-24.0,21.75,21.21,34,8,3.57,BW,1678335972
546,miri,4.4148,114.0089,30.08,74,40,4.12,MY,1678335973
547,saryozek,44.3583,77.9753,2.79,79,99,2.59,KZ,1678335973
548,roquetas de mar,36.7642,-2.6148,14.23,81,92,3.81,ES,1678335974
549,sao felix do xingu,-6.6447,-51.995,21.46,99,100,0.31,BR,1678335974
550,junction city,39.0286,-96.8314,5.9,94,100,4.12,US,1678335944
551,bonavista,48.6499,-53.1147,-0.16,84,100,13.97,CA,1678335975
552,gazojak,41.1875,61.4036,9.01,64,100,6.57,TM,1678335976
553,okha,53.5739,142.9478,-8.28,80,83,3.73,RU,1678335976
554,uray,60.1247,64.7758,-11.5,95,96,3.82,RU,1678335977
555,yashkino,55.8736,85.4265,-16.31,86,20,3.42,RU,1678335977
556,teguise,29.0605,-13.564,15.12,88,0,2.57,ES,1678335977
557,arlit,18.7369,7.3853,24.97,14,100,0.61,NE,1678335978
558,caravelas,-17.7125,-39.2481,23.87,89,66,0.56,BR,1678335978
559,kenai,60.5544,-151.2583,1.05,80,0,3.6,US,1678335979
560,sinnamary,5.3833,-52.95,24.37,84,98,4.23,GF,1678335979
561,ejido,8.5514,-71.2375,20.44,91,100,0.6,VE,1678335980
562,hofn,64.2539,-15.2082,-5.23,65,88,9.12,IS,1678335981
563,sengiley,53.9622,48.7944,2.04,97,100,8.6,RU,1678335981
564,baykit,61.67,96.37,-19.59,83,64,4.3,RU,1678335981
565,homer,59.6425,-151.5483,5.93,85,0,4.02,US,1678335982
566,aksarka,66.5606,67.7975,-20.24,96,100,6.95,RU,1678335982
567,quevedo,-1.0333,-79.45,23.04,98,100,1.23,EC,1678335983
568,belomorsk,64.5232,34.7668,-15.32,97,100,3.12,RU,1678335983
569,launceston,-41.45,147.1667,20.34,53,75,8.23,AU,1678335877
570,kang,-23.6752,22.7876,21.22,70,9,0.88,BW,1678335984
571,krasnovishersk,60.4078,57.082,-7.47,93,100,3.65,RU,1678335984
572,forio,40.7342,13.8646,13.79,90,76,2.24,IT,1678335985
573,north bend,43.4065,-124.2243,5.04,90,100,5.14,US,1678335985
574,cururupu,-1.8283,-44.8683,23.01,97,55,0.64,BR,1678335986
575,lobito,-12.3481,13.5456,23.82,83,92,1.35,AO,1678335986
576,markova,48.6758,24.4138,7.38,83,99,7.23,UA,1678335987
577,bilibino,68.0546,166.4372,-17.19,91,92,0.96,RU,1678335987
578,ketchikan,55.3422,-131.6461,3.99,48,0,3.09,US,1678335988
